疫苗及類毒素類	美商默沙東藥廠股份有限公司台灣分公司	紐蒙肺多價性肺炎鏈球菌疫苗	G3808,0535R/0652720	0961206	0.5mL/瓶 ×10瓶/盒	0.5mL × 10瓶/盒 × 1,472盒	14720	0950120	破損及缺號：AC873849,AC873392,AC873868,AC873678,AC874131,AC874431,AC874436	
血液製劑類	瑪里士實業有限公司	"瑪里斯"兔抗胸腺細胞免疫球蛋白	TH130-04	0970531	5 mL/瓶/盒	5 mL/瓶/盒 × 395盒	395	0950113	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	賀百克B型流行感冒嗜血桿菌疫苗	A72CA159A,A72FA159A/AHIBB364A	0970930	1劑/瓶/盒	1劑/瓶/盒 × 12,970盒	12970	0950210	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	嬰護寧	AC14B022AA,AC14B022A	0970531	0.5 mL/支/盒	0.5 mL/支/盒 × 24,090盒	24090	0950310	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	派立克	A69CA409A, A69FA409A/AMJRB248A	0960731	1劑/瓶/盒	1劑/瓶/盒×1,532盒	1532	0950217	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	嬰護寧五合一疫苗(白喉/破傷風/無細胞性百日咳/去活性小兒麻痺/b型流行性感冒嗜血桿菌混合疫苗)	A20CA200A, A20LA200A/A20FA200A	0970331	1 劑/盒	1 劑/盒 × 11,775 盒	11775	0950309	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	嬰護寧六合一疫苗	A21CA143A,A21LA143A/A21FA143A	0970331	1劑/盒	1劑/盒 × 60,770盒	60770	0950321	 	
血液製劑類	寶隆貿易股份有限公司	"百特"威保500U抗抑制子凝血複合物	VNF1A009	0960831	500 U/vial/box	500 U/瓶/盒 x 960盒	960	0950208	 	
疫苗及類毒素類	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑	18955, A56078C	0970411	0.5 mL/支/盒	0.5 mL/支/盒 × 22,220盒	22220	0950215	小封緘條缺AC993005,AC984423,AC989000	
血液製劑類	寶隆貿易股份有限公司	"百特"25%人體正常血清白蛋白注射劑	LA05D118AA	0961017	50 mL/瓶	50 mL/瓶 × 16,996瓶	16996	0950214	缺AC916041,916048,916149等36張.	
血液製劑類	上合貿易股份有限公司	"貝靈"血清蛋白注射液20%	32544411E	0990531	50 mL/瓶/盒	50 mL/瓶/盒 × 9,986盒	9986	0950125	毀損封條AC920251,252,253;AC922003,011,012,232;AC923079共8張，跳號封條共52張。	
血液製劑類	上合貿易股份有限公司	"貝靈"血清蛋白注射液20%	33244411A	0990731	50 mL/瓶/盒	50 mL/瓶/盒 × 19,946盒	19946	0950125	毀損封條AC880259,882963,883124,876147,875213,875720共6張，跳號封條AC880994,882999,883006,883122,878792,887633,887839,884300,876602,876613,875415共11張。	
血液製劑類	台灣綠十字股份有限公司	"基立福"人免疫球蛋白靜脈注射液5%	IBGB5NBNA1	0960831	50mL/瓶/盒	50mL/瓶/盒×1,805盒	1805	0950213	 	
疫苗及類毒素類	美商默沙東藥廠股份有限公司台灣分公司	麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑	G3617,0814R/0652102	0961102	1 劑/瓶/盒	1 劑/瓶/盒 × 2,034盒	2034	0950206	19張缺號:AC954056,954065,954071-954073,954075,954091,954097,954121,954127,954153,954154,954156,954159,954171,954177,954180,954181,954186.	
其他生物藥品類	香港商愛力根有限公司台灣分公司	"愛力根"保妥適乾粉注射劑	C1379C2	0970630	100 units/瓶/盒	100 units/瓶/盒 × 7,781盒	7781	0950127	缺73張	
其他生物藥品類	海喬國際股份有限公司	麗舒妥注射劑500單位	581C	0960531	500 units/瓶/盒	500 units/瓶/盒 × 474盒	474	0950127	 	
血液製劑類	吉發企業股份有限公司	"貝靈"血清蛋白注射液20%	32544411E	0990531	50 mL/瓶/盒	50 mL/瓶/盒 × 8,243盒	8243	0950125	 	
血液製劑類	上合貿易股份有限公司	"貝靈"血清蛋白注射液20%	32244411E	0990531	50 mL/瓶/盒	50 mL/瓶/盒 × 20,795盒	20795	0950123	 	
疫苗及類毒素類	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑	18955,A56078C	0970411	0.5 mL/支/盒	0.5 mL/支/盒 × 22,310盒	22310	0950215	 	
疫苗及類毒素類	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑	18955,A56078C	0970411	0.5 mL/支/盒	0.5 mL/支/盒×12,510盒	12510	0950215	 	
疫苗及類毒素類	美商惠氏藥廠(亞洲)股份有限公司台灣分公司	沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑	18955,A56078C	0970411	0.5 mL/支/盒	0.5 mL/支/盒 × 8,981盒	8981	0950215	 	
抗毒素及抗血清類	行政院衛生署疾病管制局	抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑	FH9501	1000207	1 劑/瓶/盒	1 劑/瓶/盒 × 1,832盒	1832	0950217	 	
其他生物藥品類	國光生物科技股份有限公司	精製結核菌素 RT23SSI	1488A	0970930	1.5 mL/瓶 × 10瓶/盒	1.5 mL/瓶 × 10瓶/盒 × 554盒	83100	0950315	 	
血液製劑類	海喬國際股份有限公司	愛替治注射劑	S10L-2	0960930	5 mL/瓶	5 mL/瓶 × 400 瓶	400	0950123	缺AC874728	
血液製劑類	百特醫療產品股份有限公司	"百特"組織修復凝合劑	VND2A023	0960831	1 mL/支 × 2支/組/盒	1 mL/支 × 2支/組/盒 × 1,124盒	1124	0950403	 	
血液製劑類	上合貿易股份有限公司	"貝靈"血清蛋白注射液20%	34244411A	0990831	50 mL/瓶/盒	50 mL/瓶/盒 × 16,773盒	16773	0950223	缺損 AD055006	
血液製劑類	上合貿易股份有限公司	"貝靈"血清蛋白注射液20%	34244431A	0990831	50 mL/瓶/盒	50 mL/瓶/盒 × 3,368盒	3368	0950223	 	
血液製劑類	世信生物科技股份有限公司	必凝易得 P	50065011C	0960731	250 IU/瓶/盒	250 IU/瓶/盒 × 578盒	578	0950127	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	安在時B型肝炎疫苗	AHBVB203AH,AHBVB203A	0970831	1mL/瓶 × 25瓶/盒	1mL/瓶 × 25瓶/盒 × 2,128盒;8瓶/盒 × 1盒	53208	0950312	 	
疫苗及類毒素類	荷商葛蘭素史克藥廠股份有限公司台灣分公司	嬰護寧	AC14B022BF,AC14B022B	0970531	0.5 mL/支/盒	0.5 mL/支/盒 × 7,670盒	7670	0950331	 	
疫苗及類毒素類	行政院衛生署疾病管制局	明礬沉澱破傷風類毒素	TX209402	0970209	20 mL/瓶 × 10瓶/盒	20 mL/瓶 × 10瓶/盒 × 1,336盒;8瓶/盒 × 1盒	534720	0950214	 	
血液製劑類	台灣綠十字股份有限公司	艾爾補定注射液25%	NB05028A	0971018	50 mL/瓶/盒	50 mL/瓶/盒 × 9,708盒	9708	0950302	A073509缺損	
血液製劑類	禾利行股份有限公司	立保 B型肝炎抗體注射液	A153205	0960831	10mL/瓶/盒	10mL/瓶/盒 × 2,611盒	2611	0950303	 	
疫苗及類毒素類	台灣安萬特藥品股份有限公司	巴斯德b型嗜血桿菌接合疫苗	Z0399-1,Z0399	0970331	1劑/盒	1劑/盒 × 15,070盒	15070	0950307	 	
疫苗及類毒素類	美商默沙東藥廠股份有限公司台灣分公司	麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑	G5338,0814R/0652102	0961222	1 劑/瓶/盒	1 劑/瓶/盒 × 2,908盒	2908	0950315	 	
