1	花王(台灣)股份有限公司新竹廠	新竹縣湖口鄉鳳山村中華路６號	液劑、乳劑	98.03.12	104.02.15 	
2	台塑生醫科技股份有限公司	彰化縣彰化市中山路３段３５９號	液劑、乳劑	98.03.23 	104.02.22 	
3	和康生物科技股份有限公司台南廠	臺南縣西港鄉港東村八份102號	液劑、乳劑、油劑	98.04.02 	104.04.18 	
4	瑩佳國際股份有限公司康寧廠	新北市汐止區康寧街169巷31之1號10樓之1	液劑、乳劑	98.06.09 	104.05.21 	
5	詠麗生化科技股份有限公司	新北市中和區永和路339號	液劑、油劑	98.07.21 	104.09.21 	
6	寶齡富錦生技股份有限公司第三廠	桃園縣平鎮市興隆路266號	液劑、乳劑	98.09.24 	104.09.10 	
7	台灣資生堂股份有限公司	桃園縣中壢巿西園路148號	液劑、乳劑、油劑、粉劑、油膏	99.01.21 	105.01.04 	
8	伯慶份有限公司	桃園縣龜山鄉大坑村南上路386巷13號1、2樓	液劑、乳劑	99.03.30 	105.04.19 	
9	德林生物科技股份有限公司	雲林縣斗六市斗工二路29號	液劑、乳劑	99.06.08 	105.07.05 	
10	妮傲絲翠股份有限公司內湖廠	台北市內湖區行忠路58號3樓	液劑、乳劑	99.07.12 	105.07.1 	
11	台灣糖業股份有限公司生物科技事業部大林生技廠	嘉義縣大林鎮大糖里大湖農場60號	液劑、乳劑	99.08.23 	105.08.07 	
12	統一化粧品企業股份有限公司	台南市科技工業園區工業二路70號	液劑、乳劑、油劑、粉劑、油膏劑	99.08.30 	105.08.20 	
13	柏諦企業股份有限公司	南投縣南投市成功三路186號	液劑、乳劑	99.06.06 	105.09.10 	
14	美麗徠化粧品美容工業股份有限公司	嘉義縣民雄工業區新生街1-2號	液劑、乳劑	99.10.21 	105.10.22 	
15	紅粧國際美容有限公司	台中市大里區國中路161號	液劑、乳劑	99.11.22 	105.11.27 	
16	薇科生物科技股份有限公司	彰化縣線西鄉和線路788號	液劑、乳劑、油劑	100.03.24 		
17	安芳美容科技股份有限公司深坑廠	新北市深坑區北深路三段270巷2號7F	液劑、乳劑	100.07.07 	106.07.04	
18	加興企業股份有限公司生化科技廠	彰化縣福興鄉番社村番花路2段333號	油膏劑、油劑、粉劑	100.10.06 		
19	臺鹽實業股份有限公司生技三廠	嘉義縣布袋鎮光復里六棟寮1號	液劑、乳劑	100.12.9 		
20	擎日生物科技股份有限公司	新北市汐止區康寧街169巷29-1號10樓	液劑、乳劑	100.12.9		
21	莉思加企業有限公司	新北市汐止區康寧街169巷21號2樓之1、2	液劑、乳劑	100.12.22		
22	頂郁企業股份有限公司	台中市大里區福德路71巷11號1樓	乳劑、油膏劑、油劑	100.12.27		
23	盛香堂股份有限公司	台中市南區建國南路一段112號	乳劑	101.06.22		
24	利肯化工實業有限公司	台中市大甲區庄美里大安港路141之5號	液劑、乳劑	101.07.13		
25	興展企業有限公司	台中市大里區工業路68號	乳劑、液劑	101.11.30		
26	名國化粧品廠二廠	台北市內湖區新明路321巷10弄7號5樓	乳劑、液劑	101.11.30		
27	良冠生化科技有限公司	台中市大里區仁化工十路13號	液劑、乳劑、固劑香皂)	102.01.04		
28	永合生化科技有限公司新店廠	新北市新店區寶橋路154巷2、4、6號5樓	液劑、乳劑	102.04.09		
29	第一化粧品廠股份有限公司桃園廠	桃園縣龜山鄉文化村華亞一路32號及32號3樓	液劑、乳劑、油劑	102.04.24		
30	拜寧生物科技股份有限公司宜蘭廠	宜蘭縣宜蘭市梅洲里洲一路22號	液劑、乳劑	102.05.24		
31	國强生技股份有限公司	臺南市南區彰南里新忠路20號	液劑、乳劑	102.06.6		
32	科毅研究開發股份有限公司台灣南科廠	台南市安南區科技三路6號	液劑、乳劑	102.08.22		
33	葛拉美美容品有限公司-角宿廠	高雄市燕巢區角宿里四林路125-20號	乳劑、液劑	102.10.11		
34	孟鄉生化科技股份有限公司二廠	台中市大里區中興路一段一巷一弄2-1號	乳劑、液劑	102.10.24		
35	耐斯企業股份有限公司民雄二廠)	嘉義縣民雄鄉中興一街7號、中山路21號、中山路27號	乳劑、液劑	102.11.27		
36	昇宏國際企業股份有限公司	高雄市大樹區竹寮路178-1號	乳劑、液劑	102.12.5		
37	歐萊德國際股份有限公司綠色化粧品廠	桃園縣龍潭鄉中豐路高平段18號、18號2樓、18號3樓	乳劑、液劑、油劑	102.12.10		
38	仙資堂生技股份有限公司	高雄市仁武區高楠公路96-8號	乳劑、液劑	102.12.23		
39	富美生物科技股份有限公司	新北市新北產業園區五權路23號5樓	乳劑、液劑	102.12.30		
40	天賜爾生物科技股份有限公司宜蘭廠	宜蘭縣冬山鄉梅花路732號732號之一	乳劑、液劑	103.02.26		
42	美喬欣生技股份有限公司	高雄市鳳山區鳳仁路260號	液劑、乳劑、油劑	103.06.27		
43	法典生化科技有限公司	新北市新店區中正路543號5樓	液劑、乳劑	103.07.31		
