id,file,url,mime,size
內衛成製字第000544號,/home/kiang/public_html/data.fda.gov.tw/42_image/14/000544/dc8e67f0ef14000f0fef3f493e0dbdd3,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=14000544&Seq=344&Type=10,image/jpeg,729936
衛部菌疫製字第000136號,/home/kiang/public_html/data.fda.gov.tw/42_image/59/000136/8f9c9f0742aec5bfca40bc2ad9b61f9b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=59000136&Seq=001&Type=10,image/jpeg,202723
衛部菌疫輸字第000950號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000950/20506e56248c38479c9f9f1bee74f873,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000950&Seq=001&Type=10,image/jpeg,151697
衛部菌疫輸字第000951號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000951/f71a1d18a316cbf37c6836247c5cd532,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000951&Seq=001&Type=10,image/jpeg,150238
衛部菌疫輸字第000952號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000952/3732e24a7e5de09ce001c6b2eee05bd0,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000952&Seq=001&Type=10,image/jpeg,150272
衛部菌疫輸字第000953號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000953/abccb048992c7d0fe9a3cc6b6801b7ad,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000953&Seq=001&Type=10,image/jpeg,168406
衛部菌疫輸字第000954號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000954/9f6d40c75f732bb50eb21bfb294fab11,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000954&Seq=001&Type=10,image/jpeg,168369
衛部菌疫輸字第000955號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000955/623e07f471765916063f5876d4950a6c,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000955&Seq=001&Type=10,image/jpeg,164499
衛部菌疫輸字第000956號,/home/kiang/public_html/data.fda.gov.tw/42_image/60/000956/e43e6a64280ee6a9252bc9b4e064876a,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=60000956&Seq=001&Type=10,image/jpeg,153993
衛部藥製字第058028號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058028/ad7860217c53bdec22f7dc8976a2de0e,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058028&Seq=001&Type=10,image/jpeg,43259078
衛部藥製字第058034號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058034/f0e58b9a9fc5d0a0eb07c4d7a5db98ad,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058034&Seq=001&Type=10,image/jpeg,448378
衛部藥製字第058036號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058036/b41046acd3296bb01b7569d601267fe2,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058036&Seq=001&Type=10,image/jpeg,487507
衛部藥製字第058043號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058043/92db95fbc219b36e51443e82da5fa7a5,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058043&Seq=001&Type=10,image/jpeg,724474
衛部藥製字第058065號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058065/019590bf958026771cf9359b583e5b05,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058065&Seq=001&Type=10,application/pdf,37307
衛部藥製字第058070號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058070/e7f349f7081a46fdd5fc5d31afe43b49,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058070&Seq=001&Type=10,application/pdf,117165
衛部藥製字第058084號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058084/301f9411a2afa74c2fc3472513e2ef0d,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058084&Seq=001&Type=10,image/jpeg,55876997
衛部藥製字第058093號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058093/714061b3ca0d58b29ec9ddbd4c370c15,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058093&Seq=001&Type=10,image/jpeg,121961
衛部藥製字第058097號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058097/86e804f5de18281481e08aaa98ed4449,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058097&Seq=001&Type=10,application/pdf,21037
衛部藥製字第058117號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058117/4e71dfd6bf9a80eda32e859711ece07f,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058117&Seq=001&Type=10,image/jpeg,266609
衛部藥製字第058123號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058123/b1d56a159797d7541e1de01dad3779d6,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058123&Seq=001&Type=10,image/jpeg,231030
衛部藥製字第058124號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058124/bc116b03fbc211953ab075efb1d814b0,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058124&Seq=001&Type=10,image/jpeg,231030
衛部藥製字第058125號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058125/215f0f155df24956f70d1ba1374da45f,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058125&Seq=001&Type=10,image/jpeg,1766035
衛部藥製字第058126號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058126/e400a111704291af714215e020268d75,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058126&Seq=001&Type=10,image/jpeg,1915587
衛部藥製字第058127號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058127/4f2469bacce61bf9421c9d16f1967389,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058127&Seq=001&Type=10,image/jpeg,2831341
衛部藥製字第058128號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058128/364a2e90b1ad903c7b2f745cfb614d7b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058128&Seq=001&Type=10,image/jpeg,231030
衛部藥製字第058135號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058135/ce36f9ce0f84ee9f7ba098f1e551bd6e,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058135&Seq=001&Type=10,image/jpeg,47927161
衛部藥製字第058168號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058168/1d4799a58409aeca80623294c388a421,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058168&Seq=001&Type=10,image/jpeg,162687
衛部藥製字第058195號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058195/4d28eafa90b1d5c81adfccd8e9a6c2a6,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058195&Seq=001&Type=10,application/pdf,287862
衛部藥製字第058210號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058210/e6bde5b8df3307f7c6dbd0b95f9ec961,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058210&Seq=001&Type=10,image/jpeg,1160428
衛部藥製字第058210號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058210/79923479139cb0739810e0c1e79192f9,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058210&Seq=002&Type=10,image/jpeg,1181383
衛部藥製字第058227號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058227/a296d4da752ba8c81a05e215bb7f0eb3,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058227&Seq=001&Type=10,image/jpeg,1062748
衛部藥製字第058231號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058231/cb951d530d629c96de2804a7e0c68083,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058231&Seq=001&Type=10,application/pdf,38019
衛部藥製字第058235號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058235/6ee2ac5dd3597b150959bbdbbfaec04f,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058235&Seq=001&Type=10,application/pdf,24375
衛部藥製字第058258號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058258/f122be264aaebedb2540cf2aeeba47dc,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058258&Seq=001&Type=10,image/jpeg,507251
衛部藥製字第058274號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058274/94185bd5fc42bcfc27b467ab709aafcb,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058274&Seq=001&Type=10,application/pdf,982402
衛部藥製字第058303號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058303/985f867529e83adb18d884ca20caea37,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058303&Seq=001&Type=10,image/jpeg,406018
衛部藥製字第058319號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058319/a562796b217bbf422db622eab6a11ea5,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058319&Seq=001&Type=10,application/pdf,36522
衛部藥製字第058342號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058342/42dd302d2d24c39117b189ed957fe744,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058342&Seq=001&Type=10,application/pdf,37282
衛部藥製字第058374號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058374/d27b435610b048d5366d03c495ae7b78,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058374&Seq=001&Type=10,application/pdf,123773
衛部藥製字第058387號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058387/77861daa99692b347aaa3c12f71f7557,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058387&Seq=001&Type=10,image/png,115656
衛部藥製字第058387號,/home/kiang/public_html/data.fda.gov.tw/42_image/51/058387/c66b4b1df650ed865309cb5991dde076,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=51058387&Seq=002&Type=10,image/png,323109
衛部藥輸字第026107號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026107/847f44bc625cbd560836a93b9b19b7c8,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026107&Seq=001&Type=10,image/jpeg,209765
衛部藥輸字第026108號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026108/12ccade5bbc80d07e1f4c780b37397ce,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026108&Seq=001&Type=10,image/jpeg,169156
衛部藥輸字第026317號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026317/b46e3fc3e0a155c2649a70d30abc2891,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026317&Seq=001&Type=10,image/jpeg,422439
衛部藥輸字第026327號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026327/3443d967e7b0b87e1cb47cb37432b8b3,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026327&Seq=002&Type=10,image/jpeg,1692006
衛部藥輸字第026327號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026327/c87d8eca6937e1024d9cd7ca3a010052,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026327&Seq=001&Type=10,image/jpeg,2104256
衛部藥輸字第026341號,/home/kiang/public_html/data.fda.gov.tw/42_image/52/026341/860aaafe798090993d1f4f07abf58072,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=52026341&Seq=001&Type=10,application/pdf,146549
衛署成製字第001079號,/home/kiang/public_html/data.fda.gov.tw/42_image/03/001079/c34f9a5ee8ed0df173937f3ddba6b861,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=03001079&Seq=438&Type=10,image/jpeg,61450
衛署罕藥製字第000006號,/home/kiang/public_html/data.fda.gov.tw/42_image/21/000006/8ec878b0780a74d9509b9720ecc34313,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=21000006&Seq=466&Type=10,image/jpeg,72888
衛署菌疫輸字第000919號,/home/kiang/public_html/data.fda.gov.tw/42_image/10/000919/2e0876cb45d9c2d5fbf828f383889163,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=10000919&Seq=361&Type=10,image/jpeg,2540215
衛署菌疫輸字第000919號,/home/kiang/public_html/data.fda.gov.tw/42_image/10/000919/d2eaf838819d66875170f09014be377d,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=10000919&Seq=363&Type=10,image/jpeg,2846051
衛署菌疫輸字第000919號,/home/kiang/public_html/data.fda.gov.tw/42_image/10/000919/027bbd39776efa7af40fa50bcdba0351,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=10000919&Seq=362&Type=10,image/jpeg,3011695
衛署藥製字第000059號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000059/8e354f634eb0e50a57c3573b28cc2d0a,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000059&Seq=001&Type=10,image/jpeg,116166
衛署藥製字第000076號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000076/8f4c1a04772ef97353de03d60ef8e09f,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000076&Seq=002&Type=10,image/jpeg,10247
衛署藥製字第000076號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000076/6ad0d655501614454ac7256aa3cd8d72,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000076&Seq=001&Type=10,image/jpeg,62702
衛署藥製字第000086號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000086/6be2a13f745bfb1c77a15d5474b42708,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000086&Seq=002&Type=10,image/jpeg,58292
衛署藥製字第000098號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000098/4bfabb3ea5d621ad384c56a39e0604e8,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000098&Seq=001&Type=10,image/jpeg,30282
衛署藥製字第000106號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000106/ff292d07615515195d80b6b690ca9de0,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000106&Seq=002&Type=10,image/jpeg,74794
衛署藥製字第000118號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000118/33c81fb669ca483b5f76e93f0403338b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000118&Seq=003&Type=10,image/jpeg,9964
衛署藥製字第000118號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000118/14519eacece77d8cb3e08944836b331a,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000118&Seq=002&Type=10,image/jpeg,60381
衛署藥製字第000119號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000119/ea60b5d764b2345d2a1001bc03dedf17,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000119&Seq=003&Type=10,image/jpeg,69351
衛署藥製字第000119號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000119/63c025d7bf0b738a970448f465fe2e1a,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000119&Seq=004&Type=10,image/jpeg,10268
衛署藥製字第000173號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000173/07ee227ee14a171631c37e3a865539ce,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000173&Seq=004&Type=10,image/jpeg,10032
衛署藥製字第000175號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000175/9d04b7eac0a4af385e57935a77789eb1,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000175&Seq=004&Type=10,image/jpeg,10058
衛署藥製字第000177號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000177/6228f3544cde5bbf69bee4e9d7d53aff,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000177&Seq=004&Type=10,image/jpeg,50857
衛署藥製字第000178號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000178/58b35ea1254f297b00eba1d2bd44e5a0,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000178&Seq=004&Type=10,image/jpeg,59578
衛署藥製字第000188號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000188/e3712a49baefafa3c4173fcee30dc74b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000188&Seq=004&Type=10,image/jpeg,65539
衛署藥製字第000208號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000208/5241493bf4f0f243efb5593c3f091034,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000208&Seq=001&Type=10,image/jpeg,23543
衛署藥製字第000389號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000389/3a6af589c7e9e1fa496e1b2a783a6a55,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000389&Seq=004&Type=10,image/jpeg,9861
衛署藥製字第000415號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000415/16b4a1948699745453de909d1a2abc4e,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000415&Seq=004&Type=10,image/jpeg,10104
衛署藥製字第000488號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000488/e92a846178a21b674f5420e8407bc31b,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000488&Seq=001&Type=10,image/jpeg,21195
衛署藥製字第000489號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000489/9b27252f94743b788f3a86a11749cbfe,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000489&Seq=001&Type=10,image/jpeg,21288
衛署藥製字第000506號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000506/6d229f9595edb224bfbaeccf61ae1303,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000506&Seq=004&Type=10,image/jpeg,58725
衛署藥製字第000564號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000564/c85ae4ac93acebe429e6c37115890f40,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000564&Seq=004&Type=10,image/jpeg,9997
衛署藥製字第000613號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000613/5db31eef5a71dff32a8a482982a324d7,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000613&Seq=004&Type=10,image/jpeg,39611
衛署藥製字第000647號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000647/c3161f5f3bcf40eab063d0564a2122d9,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000647&Seq=005&Type=10,image/jpeg,64963
衛署藥製字第000647號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000647/3a1897f0875181abab2791f217914f83,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000647&Seq=004&Type=10,image/jpeg,59392
衛署藥製字第000648號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000648/5b674437ed30dbadcff275b9d0953dc1,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000648&Seq=005&Type=10,image/jpeg,9767
衛署藥製字第000655號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000655/cd547fa53a08de12749b1ba1082d8f88,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000655&Seq=005&Type=10,image/jpeg,57460
衛署藥製字第000655號,/home/kiang/public_html/data.fda.gov.tw/42_image/01/000655/9f3bfc0940a8a9ee5b8973bbe1f45e38,http://www.fda.gov.tw/MLMS/ShowFile.aspx?LicId=01000655&Seq=006&Type=10,image/jpeg,10021
